price_per_unit,quality_score,delivery_time_days,on_time_delivery_rate,defect_rate,return_rate,delivery_mode,lead_time_variance,forecast_accuracy,seasonality_index,demand_volatility_index,order_frequency_monthly,avg_order_volume,payment_term_days,offer_validity_days,procurement_action_code,delivery_term_code,items_requested,items_offered,temporal_month,supplier_reliability_score,selected_supplier_flag
322.81,3.77,10,0.8,0.03,0.03,Road,0.67,0.94,0.81,0.3,39,6274.09,90,29,0,0,950,145,8,0.07,0
394.16,3.17,10,0.89,0.02,0.02,Air,1.47,0.79,0.93,0.61,23,2907.13,30,7,2,0,421,268,9,0.49,1
128.68,3.1,16,0.97,0.07,0.04,Road,3.95,0.62,0.83,0.22,16,3996.01,60,58,3,1,397,265,11,0.15,0
276.15,1.61,29,0.85,0,0.03,Air,4.43,0.64,1.11,0.61,35,5537.45,15,49,0,2,409,340,7,0.35,1
229.4,2.68,7,0.95,0.05,0,Sea,3.09,0.93,1.17,0.38,16,6157.34,30,9,0,0,431,932,3,0.66,0
115.87,6,28,0.82,0.08,0,Air,1.92,0.9,1.03,0.35,48,7727.53,45,16,0,2,968,402,10,0.6,0
215.39,3.62,5,0.73,0.03,0,Air,3.33,0.95,0.86,0.31,7,7937.67,30,13,2,3,672,792,11,0.13,1
80.68,4.76,23,0.72,0.06,0.02,Road,0.9,0.65,1.02,0.67,45,5235.16,30,55,2,3,342,553,6,0.76,0
61.62,4.39,3,0.72,0.07,0.04,Sea,2.29,0.9,1.11,0.56,13,849.68,30,32,0,2,669,263,7,0.79,1
110.82,8.88,18,0.81,0.07,0.02,Road,2.54,0.86,1.09,0.85,29,5622.06,45,22,3,1,462,276,12,0.14,1
483.4,9.15,11,0.8,0.04,0.02,Sea,0.52,0.69,1.1,0.24,39,4828.04,15,45,0,1,604,908,7,0.62,1
297.29,5.44,15,0.92,0.03,0.05,Sea,0.17,0.99,0.91,0.04,20,2232.33,60,51,1,3,158,803,8,0.95,1
484.62,3.97,21,0.92,0.08,0.04,Road,3.75,0.83,0.83,0.18,29,200.61,90,38,1,0,179,16,10,0.09,1
244.62,1.96,20,0.72,0.08,0.03,Air,2.67,0.96,0.86,0.34,18,3228.06,15,18,3,3,334,869,5,0.16,1
190.32,9.58,5,0.77,0.03,0.01,Sea,1.66,0.94,1.18,0.18,22,2668.93,60,50,0,0,791,448,5,0.77,1
277.76,1.54,24,0.78,0.01,0.01,Air,2.19,0.73,1.05,0.08,36,4880.81,45,14,3,3,237,560,2,0.34,0
247.78,3.68,12,0.86,0.01,0,Road,4.79,0.81,1.09,0.45,41,7639.86,60,14,1,3,335,13,12,0.96,1
97.55,3.68,4,0.74,0.01,0.01,Road,1.92,0.77,1.16,0.68,48,4446.5,45,51,0,1,14,551,11,0.62,1
338.37,3.88,15,0.74,0.06,0.01,Road,0.52,0.88,1.14,0.75,36,9520.53,60,17,0,2,161,687,2,0.48,0
147.22,2.48,9,0.98,0.01,0.03,Road,2.32,0.84,0.89,0.4,8,2291,15,39,1,2,230,316,4,0.34,0
328.81,8.05,7,0.94,0.03,0,Sea,3.24,0.91,0.82,0.48,3,2287.43,45,31,3,3,166,471,7,0.24,0
342.59,2.1,10,0.75,0.08,0.01,Road,0.06,0.6,1.17,0.76,29,6084.05,30,23,3,1,267,557,8,0.65,0
118.41,6.71,29,0.82,0.03,0.01,Air,1.66,0.88,1.19,0.35,9,8973,45,37,2,0,15,360,3,0.59,0
77.61,2.11,28,0.81,0.08,0.03,Air,1.97,0.73,1.03,0.78,8,6751.39,45,25,2,3,299,508,1,0.36,1
401.34,1.63,23,0.94,0.07,0.03,Sea,2.32,0.69,1.16,0.97,30,6769.41,60,51,2,0,213,220,4,0.92,1
256.91,9.18,13,0.85,0.02,0.03,Road,1.51,0.92,0.89,0.88,12,8082.23,45,21,3,0,287,122,6,0.76,1
76.17,2.71,29,0.74,0.07,0.01,Sea,3.33,0.64,0.84,0.45,46,6719.93,60,50,0,1,909,126,6,0.26,1
497.69,8.39,8,0.92,0.07,0.02,Sea,4.72,0.69,1,0.58,28,7617.54,15,59,0,1,890,325,9,0.94,0
76,5.9,12,0.82,0.04,0,Sea,4.57,0.68,1.12,0.72,42,8674.66,45,55,2,2,143,572,7,0.76,0
362.77,1.7,22,0.78,0.02,0.01,Road,3.32,0.77,1.06,0.35,49,178.32,30,41,3,1,844,981,12,0.9,1
492.66,9.6,24,0.81,0.05,0.04,Air,2.53,0.73,1.05,0.8,43,8867.67,30,45,2,3,598,442,9,0.14,1
157.63,3.22,19,0.85,0.09,0.05,Air,4.13,0.89,0.81,0.44,10,2231.12,15,8,3,3,456,24,10,0.03,1
114.01,8.74,26,0.8,0.06,0.03,Sea,4.18,0.88,0.93,0.85,13,9129.84,30,40,3,0,992,210,11,0.49,1
104.62,2.52,26,0.77,0.02,0.05,Sea,4.15,0.73,1.18,0.25,2,2735.21,60,31,2,2,355,356,5,0.45,0
186.47,8.69,1,0.82,0.07,0.03,Air,0.79,0.77,0.85,0.01,1,4606.87,45,44,0,0,125,133,5,0.87,0
95.47,1.12,16,0.71,0.04,0,Air,0.13,0.68,1.09,0.63,22,9345.45,90,10,0,0,722,861,5,0.17,1
361.47,5.61,22,0.93,0.06,0.05,Road,4.92,0.87,1.1,0.45,33,1186.49,45,22,3,2,608,165,5,0.02,0
78.03,7.92,17,0.75,0.07,0,Sea,4.8,0.76,1.09,0.06,16,7478.3,45,38,1,0,589,418,4,0.53,1
279.24,9.41,25,0.71,0.05,0.03,Road,2.82,0.65,1.2,0.49,42,3985.24,90,21,1,2,939,217,6,0.18,0
498.51,9.18,18,0.9,0.08,0.01,Air,4.97,0.65,0.96,0.17,29,338.6,30,48,1,0,622,475,12,0.05,0
416.29,8.38,11,0.93,0.07,0.02,Air,3.85,0.73,1.07,0.63,10,9397.42,30,20,2,0,977,763,1,0.02,0
326.85,8.99,18,0.94,0.06,0.03,Air,2.59,0.9,0.88,0.45,39,1266.51,45,47,0,2,683,173,2,0.14,0
187.81,2.79,7,0.85,0.02,0.02,Air,1.95,0.61,0.96,0.17,7,7764,30,21,1,3,322,781,9,0.38,1
330.75,3.56,18,0.76,0.08,0.01,Road,2.96,0.7,1,0.41,1,3904.27,60,13,1,0,430,286,6,0.88,1
287.17,3.6,26,0.92,0.09,0.02,Air,2.58,0.66,0.89,0.23,26,8124.77,60,13,1,0,911,868,6,0.76,1
241.74,4.39,8,0.91,0.01,0.02,Sea,4.97,0.98,1.16,0.65,45,7527.84,90,14,1,3,592,714,10,0.53,1
108.82,4.54,6,0.77,0.05,0.05,Air,2.45,0.88,1.09,0.3,5,6368.86,45,25,2,2,182,846,4,0.43,0
448.97,5.9,7,0.97,0.03,0.04,Sea,4.18,0.69,0.91,0.82,35,9398.3,60,24,0,2,178,759,5,0.46,1
252.4,2.44,23,0.73,0.08,0.02,Air,4.07,0.68,0.85,0.01,13,1079.34,15,23,0,3,112,403,9,0.88,1
137.58,7.22,22,0.99,0.07,0.01,Road,0.36,0.94,0.92,0.4,27,8005.93,30,24,0,2,237,59,2,0.72,1
215.49,2.51,10,0.96,0.01,0.04,Sea,0.44,0.68,1.05,0.62,12,6740.77,45,25,1,1,142,734,3,0.17,1
236.36,3.79,11,0.91,0.09,0.01,Road,3.3,1,1.13,0.02,30,3215.74,60,59,3,0,581,787,10,0.94,0
422.39,5.53,25,0.98,0.02,0.01,Air,1.3,0.71,1,0.22,32,5505.12,90,46,2,2,972,611,8,0.77,1
380.13,8.17,13,0.92,0.08,0.02,Road,3.29,0.63,0.84,0.33,31,6481.81,60,19,2,3,666,153,9,0.03,0
396.19,7.66,9,0.76,0.05,0.04,Air,0.72,0.88,0.9,0.02,5,7389.09,15,17,2,0,220,175,12,0.5,0
54.96,6.81,7,0.83,0.03,0.01,Road,1.99,0.84,0.94,0.55,37,1951.89,60,57,0,3,118,76,5,0.65,0
237.27,2.4,9,0.72,0.02,0.01,Road,0.51,1,1.05,0.63,2,1110.92,45,13,0,2,202,29,3,0.06,0
266.6,5.92,13,0.82,0.02,0.02,Sea,1.41,0.92,0.9,0.23,38,1110.35,90,33,2,3,366,632,1,0.35,0
58.64,1.79,26,0.92,0.07,0.01,Air,0.44,0.77,0.89,0.54,7,3009.3,90,43,1,3,704,78,12,0.65,1
166.92,4.4,3,0.82,0.06,0.03,Road,4.85,0.87,0.91,1,1,1626.31,15,11,3,0,530,463,2,0.82,0
392.13,4.72,3,0.8,0.01,0.02,Air,1.98,0.93,1.04,0.89,3,5402.85,45,14,0,0,653,34,4,0.98,0
111.7,1.36,1,0.88,0.01,0.02,Sea,4.51,0.81,1,0.06,20,4426.7,15,16,0,2,435,866,4,0.12,0
290.89,3.47,21,0.96,0.01,0.01,Road,4.86,0.71,1.14,0.13,2,8941.36,15,43,1,3,951,319,5,0.63,1
146.84,9.6,20,0.71,0.07,0.01,Air,4.55,0.68,1.08,0.49,42,7202.28,15,32,1,3,83,21,9,0.89,0
55.45,9.58,2,0.82,0.07,0.04,Road,2.27,0.72,1.07,0.25,43,2137.54,60,21,0,2,105,586,12,0.72,1
158.54,4.17,25,0.75,0.01,0.04,Road,3.89,0.94,0.86,0.08,21,552.7,30,22,1,3,138,703,2,0.63,0
489.14,1.39,3,0.91,0.06,0.01,Road,0.77,0.75,0.82,0.25,45,7120.64,60,35,1,3,352,243,2,0.21,1
410.69,2.61,15,0.73,0.01,0.01,Road,0.47,0.71,1,0.06,32,8473.69,45,34,1,3,380,844,5,0.82,0
481.81,4.53,24,0.9,0.09,0,Sea,4.38,0.92,0.83,0.53,48,7039.84,15,16,3,3,410,926,12,0.56,1
269.53,9.53,6,0.79,0.09,0.03,Sea,0.16,0.61,0.95,0.49,20,6473.56,15,46,3,1,893,142,2,0.11,1
99.38,2.27,13,0.76,0.07,0.04,Air,4.86,0.84,0.81,0.01,43,2568.22,30,57,3,2,231,707,10,0.94,1
296.58,7.87,21,0.98,0.09,0.02,Air,3.36,0.95,0.87,0.48,31,4996.57,90,10,1,2,649,600,5,0.99,1
254.47,1.98,1,0.71,0.08,0.03,Road,2.1,0.76,0.84,0.52,43,7277.12,15,52,1,3,521,653,12,0.54,0
429.96,9.83,20,0.83,0.08,0.04,Road,0.71,0.71,1.12,0.61,33,2014.41,60,46,3,2,868,284,5,0.78,1
94.14,4.43,19,0.71,0.06,0.05,Road,3.62,0.8,0.94,0.97,24,4817.78,15,59,3,1,514,858,7,0.58,1
269.71,7.98,1,0.85,0.03,0,Sea,2.82,0.89,0.83,0.98,18,1258.58,45,20,2,3,344,832,4,0.42,0
117.52,4.08,28,0.85,0.02,0.01,Road,3.56,0.81,0.91,0.53,20,5354.12,30,50,0,0,383,838,2,0.41,0
196.1,6.65,21,0.8,0.03,0,Air,2.09,0.6,1.07,0.85,32,5778.02,90,39,3,1,495,721,8,0.96,1
381.81,2.73,22,0.74,0.06,0.04,Road,0.33,0.63,1.1,0.09,5,5400.32,45,57,2,0,16,622,1,0.37,0
264.21,2.31,2,0.81,0.02,0.04,Sea,1.57,0.89,0.85,0.53,2,4747.7,60,24,2,2,746,161,10,0.49,1
219.15,9.44,15,0.9,0.03,0.03,Road,1.58,0.76,1.11,0.68,26,5915.79,45,18,3,2,398,461,1,0.25,1
227.51,9.26,14,0.93,0.05,0,Sea,0.04,0.91,0.95,0.56,25,9968.32,15,16,2,2,445,225,12,0.25,1
256.75,8.99,19,0.86,0.02,0.01,Sea,0.05,0.86,1.07,0.23,22,6263.11,30,27,3,3,125,668,12,0.36,0
403.26,6.63,11,0.88,0.06,0.01,Sea,1.65,0.83,1.07,0.06,39,7550.42,15,39,0,1,112,801,11,0.92,0
451.44,8.27,15,0.76,0.09,0.03,Sea,3.64,0.96,1.12,0.39,22,2002,30,20,0,1,747,319,12,0.4,1
479.9,1.62,6,0.79,0.07,0.01,Air,3.12,0.61,1.08,0.65,11,5347.23,60,15,0,3,574,242,7,0.55,1
404.11,4.01,20,0.75,0.07,0,Sea,1.2,0.66,0.82,0.99,11,174.3,45,32,3,3,896,502,4,0.55,1
191.93,3.82,9,0.77,0.06,0.04,Air,3.01,0.85,1.01,0.24,45,411.43,30,21,2,2,12,158,3,0.58,0
359.66,6.72,5,0.77,0.05,0.01,Air,3.24,0.63,0.87,0.92,4,3292.56,45,27,3,1,839,346,1,0.82,0
246.92,4.2,20,0.86,0.02,0.02,Road,2.61,0.86,1.19,0.07,33,4719.34,30,28,0,2,553,465,12,0.9,0
164.6,2.34,2,0.87,0.09,0.01,Road,2.61,0.99,0.9,0.93,18,5798.8,15,52,2,1,779,488,8,0.21,0
428.39,6.37,6,0.98,0.02,0.04,Sea,1.85,0.95,0.97,0.83,31,8891.24,30,47,1,3,89,516,8,0.86,1
67.29,8.33,26,0.76,0.01,0.03,Road,0.62,0.84,0.88,0.02,44,7740.39,30,49,0,2,645,284,12,0.55,1
455.79,4.44,18,0.89,0.08,0.05,Sea,1.93,0.96,0.85,0.3,28,3069.77,90,11,3,1,858,980,4,0.92,1
257.66,2.19,28,0.95,0.02,0.02,Road,1.73,0.65,1.04,0.05,42,7460.49,60,50,3,3,830,190,2,0.92,1
336.74,2.77,29,0.87,0.04,0.05,Sea,2.96,0.78,1,1,22,5538.97,15,22,3,0,405,443,4,0.39,0
346.71,3.14,23,0.78,0,0.04,Road,4.28,0.77,0.95,0.43,40,7813.89,15,58,1,2,901,160,7,0.65,1
452.8,3.7,19,0.78,0.01,0.03,Road,1.88,0.73,0.83,0.66,3,4169.39,45,41,2,1,398,814,4,0.87,0
336.5,6.79,9,0.71,0.02,0.05,Air,3.55,0.6,1.09,0.23,7,1009.74,30,11,3,1,269,805,11,0.38,0
326.27,6.41,27,0.79,0.01,0.02,Road,4.06,0.96,0.8,0.93,20,6223.03,30,32,3,2,321,480,11,0.04,0
79.99,7.26,21,0.92,0.07,0.02,Road,1.06,0.91,0.98,0.27,43,5614.67,30,32,3,1,345,213,3,0.36,1
283.28,4.26,24,0.71,0.08,0,Sea,4.51,0.86,1.05,0.26,7,9540.67,15,57,0,0,219,601,10,0.37,1
117.58,8.42,27,0.77,0.04,0.03,Air,0.35,0.65,0.97,0.31,7,1705.09,90,11,0,0,520,473,12,0.81,1
381.85,2.84,6,0.91,0.09,0.04,Sea,4.51,0.75,0.85,0.46,29,6595.72,45,56,1,1,457,983,1,0.31,1
280.5,5.22,14,0.93,0.02,0.04,Road,0.82,0.97,1.11,0.02,26,4793.33,30,42,2,2,54,336,9,0.89,1
356.1,8.21,28,0.84,0.03,0.01,Sea,1.69,0.85,0.93,0.6,41,3851.33,90,30,2,1,965,158,5,0.55,0
68.75,2.62,26,0.91,0.02,0.02,Air,3.03,0.84,0.85,0.03,3,7966.22,60,21,3,1,413,286,2,0.59,1
88.16,1.99,24,0.82,0.06,0.01,Sea,4.53,0.97,1.02,0.54,43,8125.44,15,36,3,0,318,946,6,0.81,1
372.35,8.95,29,0.75,0.04,0.03,Road,1.28,0.82,0.81,0.46,17,7174.55,60,11,0,3,850,44,2,0.13,1
82.44,4.09,13,0.82,0.06,0.01,Sea,3.82,0.84,0.93,0.24,40,927.65,15,46,0,3,793,887,12,0.02,1
82.07,7.15,11,0.87,0.08,0.05,Road,3.55,0.74,1.1,0.33,20,3516.6,45,54,0,1,236,225,6,0.06,0
55.45,1.23,12,0.98,0.05,0.01,Air,0.8,0.75,1.17,0.71,34,562.83,60,28,0,2,358,10,9,0.03,0
480.43,7.21,19,0.72,0.06,0.01,Air,2.4,0.87,1.04,0.01,33,3502.44,45,39,3,0,122,727,2,0.7,0
381.88,3.84,19,0.85,0.09,0.04,Sea,2.41,0.73,0.89,0.32,16,6514.39,45,11,0,3,39,477,1,0.24,1
208.96,1.5,21,0.8,0.03,0.02,Air,1.52,0.82,0.89,0.68,23,5235.2,45,38,2,1,285,613,7,0.86,0
183.44,6.49,27,0.85,0.04,0,Sea,3.9,0.71,1.04,0.15,4,7059.07,60,56,0,2,371,475,8,0.88,1
207.37,3.17,26,0.71,0.07,0.02,Road,4.63,0.67,0.96,0.56,41,5559.47,60,54,1,0,735,460,2,0.36,0
398.59,4.48,19,0.79,0.06,0,Sea,3.58,0.78,0.87,0.17,40,5602.56,60,29,0,3,96,612,4,0.19,1
347.62,1.73,24,0.95,0.02,0.05,Road,4.86,0.69,1.11,0.15,33,5158.56,30,16,3,3,445,79,8,0.5,1
133.34,2.32,26,0.87,0.04,0.03,Air,0.25,0.96,0.88,0.77,8,3706.82,45,42,3,3,813,653,12,0.82,0
128.35,3.68,13,0.84,0.05,0.01,Road,0.19,0.72,0.93,0.27,5,4520.99,30,56,3,2,31,266,4,0.68,0
94.28,1.81,28,0.79,0.04,0.03,Road,4.47,0.84,0.82,0.38,33,1213.13,15,23,0,2,394,926,12,0.03,0
347.14,9.2,14,0.79,0.02,0,Road,4.49,0.71,1.08,0.73,25,8361.63,60,59,2,2,30,876,9,0.01,1
393.97,1.05,24,0.81,0.09,0.04,Road,0.54,0.7,0.91,0.18,7,8903.2,90,33,3,1,697,101,1,0.11,1
169.27,5.35,18,0.95,0.08,0.05,Road,1.79,0.74,0.89,0.53,47,7686.08,15,51,2,0,500,603,10,0.34,1
59.43,2.11,12,0.99,0.05,0.04,Sea,4.18,0.97,0.92,0.92,7,5877.5,45,14,3,1,476,381,7,0.54,1
86.98,3.77,4,0.83,0.07,0.02,Road,0.64,0.76,1.15,0.55,33,5734.87,45,46,3,0,465,902,3,0.82,1
485.54,9.33,10,0.82,0.09,0.02,Road,1.34,0.93,1.01,0.05,41,4756.2,30,50,2,2,782,829,11,0.14,0
182.95,2.46,29,0.95,0.01,0,Road,3.4,0.68,0.86,0.59,33,2390.33,60,56,1,3,897,108,12,0.15,1
396.15,9.69,17,0.83,0.03,0.03,Road,4.91,0.62,1.11,0.09,29,3899.66,60,12,3,2,689,519,10,0.86,1
331.1,2.85,4,0.87,0.05,0.03,Road,3.99,0.91,0.88,0.28,44,9900.07,15,13,2,1,230,574,11,0.92,0
221.87,7.67,12,0.77,0.08,0.02,Road,3.89,0.82,0.96,0.85,39,1543.45,15,32,3,2,603,862,11,0.55,0
142.56,5.92,13,0.92,0,0.05,Air,1.71,0.8,1.03,0.01,41,5472.56,15,23,0,2,998,601,3,0.78,1
104.62,8.96,29,0.86,0.1,0.01,Sea,3.31,0.71,1.03,0.08,32,8678.61,90,43,2,2,600,833,11,0.34,1
326.76,5.99,27,0.94,0.05,0,Road,0.57,0.63,0.83,0.36,37,4584.72,90,29,3,3,507,995,7,0.95,1
398.59,5.81,29,0.93,0.04,0,Sea,4.96,0.79,1.13,1,44,6095.54,45,33,1,0,822,880,6,0.9,1
339.76,2.76,4,0.76,0.03,0.01,Air,2.4,0.95,0.99,0.29,29,8295.15,45,57,0,0,168,516,3,0.85,1
288.64,2.5,10,0.91,0.02,0,Air,3.19,0.65,1.2,0.16,22,5520.86,45,46,3,1,152,978,2,0.01,0
68.88,9.25,25,0.94,0.08,0.03,Road,4.38,0.97,1.09,0.55,2,7341.54,60,25,0,0,835,352,11,0.52,1
485.82,3.95,3,0.8,0.1,0.02,Sea,0,0.71,1.2,0.52,9,3538,45,33,1,2,958,971,11,0.03,0
409.42,4.35,15,0.75,0.04,0.01,Road,4.88,0.81,0.98,0.45,29,7356.93,30,31,2,3,54,972,6,0.68,0
181.77,7.84,2,0.7,0.1,0.04,Air,1.8,0.63,0.86,0.95,33,506.11,15,46,3,2,460,255,10,0.18,1
490.99,4.05,25,0.84,0.08,0.01,Air,1.7,0.77,1.09,0.28,10,1613.7,60,31,2,2,245,810,7,0.64,0
320.85,9.57,25,0.81,0.05,0.03,Sea,0.73,0.65,1.11,0.29,28,6409.23,90,27,3,1,691,481,9,0.1,1
312.09,7.64,17,0.87,0.07,0.02,Road,4.29,0.62,1.14,0.14,46,4544.65,15,31,3,2,234,288,9,0.76,1
386.63,6.38,6,0.76,0.04,0.03,Sea,4.35,0.99,0.92,0.7,46,8300.65,45,57,2,2,417,783,9,0.73,0
415.3,8.93,26,0.96,0.06,0.05,Sea,0.1,0.89,1,0.32,39,3485.55,90,13,2,1,303,862,11,0,0
345.42,1.45,8,0.78,0.01,0,Air,0.28,0.89,1.14,0.8,12,7695.36,90,41,3,0,828,519,10,0.79,0
107.64,3.31,3,0.77,0.07,0.03,Sea,4.59,0.64,1.15,0.97,22,1477.22,90,12,1,0,289,440,1,0.16,1
202.22,5.19,27,0.84,0.01,0.04,Air,0.61,0.97,0.81,0.04,6,9308.45,15,46,1,0,982,451,4,0.11,0
467.64,3.04,25,0.85,0.08,0.03,Road,3.1,0.79,1.07,0.99,45,4242.55,60,56,3,1,612,270,4,0.5,0
151.08,7.7,18,0.76,0.08,0.01,Sea,3.1,0.94,1.04,0.25,40,2385.93,15,21,2,1,426,854,10,0.59,0
217.48,9.27,22,0.78,0.02,0.02,Sea,4.35,0.61,0.83,0.42,23,7912.61,30,30,1,3,156,753,8,0.1,0
244.43,4.81,1,0.75,0.03,0.03,Road,2.86,0.72,1.17,0.78,34,9484.07,45,55,3,3,802,769,3,0.3,0
247.73,4.08,29,0.92,0.05,0.04,Sea,2.17,1,0.98,0.67,42,9189.01,60,10,0,2,591,264,1,0.41,0
325.82,9.65,16,0.93,0.06,0,Road,4.87,0.77,1.07,0.78,38,2455.6,60,13,3,2,994,470,3,0.94,0
474.38,5,7,0.84,0.03,0,Air,1.14,0.96,1.15,0.47,16,6752.88,45,36,2,1,480,604,6,0.25,0
158.31,5.4,3,0.91,0.06,0.02,Air,1.31,0.73,0.85,0.92,10,5513.89,30,23,3,1,58,274,7,0.26,1
104.68,4.16,23,0.92,0.03,0.01,Sea,0.42,0.81,1.14,0.79,47,7278.53,90,44,0,3,26,524,9,0.66,1
138.86,9.19,4,0.74,0.01,0.01,Air,4.88,0.94,1.09,0.31,21,4920.64,45,36,0,2,158,454,5,0.73,0
449.12,6.12,9,0.99,0,0.01,Air,3.53,0.84,1.14,0.95,10,4750.66,90,51,3,2,564,232,5,0.01,1
340.61,7.86,5,0.95,0.01,0.01,Road,0.06,0.89,1,0.96,11,8838.8,45,45,0,2,221,771,3,0.13,1
178.66,8.31,19,0.76,0.08,0.01,Air,3.52,0.69,0.81,0.42,21,8725.44,15,15,3,0,725,201,12,0.36,1
417.18,4.08,15,0.76,0.1,0.05,Air,2.02,0.66,1.07,0.65,25,7897.2,30,25,2,3,726,567,3,0.63,0
437.62,4.9,8,0.74,0.04,0.01,Air,4.84,0.69,0.95,0.81,34,7078.46,30,58,2,0,859,449,9,0.13,1
430.93,8.64,6,0.74,0.05,0.01,Road,1.39,0.8,0.96,0.82,31,6815.83,45,19,2,2,927,816,3,0.36,1
463.52,4.27,18,0.92,0.01,0.01,Sea,3.55,0.92,0.98,0.01,27,656.2,30,53,1,1,72,278,3,0.08,0
163.51,8.15,19,0.84,0.06,0.05,Road,3.14,0.74,1,0.63,25,7520.41,90,55,3,3,545,50,9,0.57,0
389.77,9.47,24,0.93,0.01,0.04,Sea,0.06,0.83,1.06,0.97,42,6417.23,30,43,2,0,554,660,4,0.43,1
257.24,6.61,15,0.92,0.06,0.04,Sea,4.43,0.92,1.09,0.23,32,3093.87,30,25,3,2,972,50,6,0.79,1
428.9,7.67,26,0.88,0.09,0.01,Air,0.7,0.7,1.11,0.8,44,8219,30,12,0,0,730,340,1,0.57,1
377.82,8.25,7,0.91,0.02,0.04,Air,3.32,0.95,1.07,0.53,11,8341.23,60,18,2,1,496,184,11,0.66,0
399.4,8.61,10,0.71,0.08,0.02,Road,3.88,0.98,1.12,0.22,47,9328.69,45,21,1,3,489,442,2,0.67,0
345.27,4.56,6,0.79,0,0.01,Road,3.15,0.62,0.85,0.05,26,4241.74,15,53,2,1,794,458,11,0.59,1
129.84,1.46,14,0.89,0.04,0.03,Road,0.49,0.62,1.13,0.76,36,5557.37,15,9,1,1,697,812,3,0.02,1
295.26,4.62,17,0.7,0.01,0.04,Air,4.88,0.64,0.95,0.32,37,9068.95,60,10,0,3,53,940,2,0.83,0
493.1,7.06,9,0.71,0.04,0.04,Sea,1.18,0.91,1.01,0.38,33,3236.33,60,43,3,2,674,332,11,0.92,0
471.82,5.05,19,0.96,0.02,0.04,Road,3.14,0.68,0.97,0.49,33,7986.76,15,44,0,2,465,909,10,0.53,0
69.43,7.74,5,0.91,0.04,0.05,Sea,3.99,0.89,0.99,0.51,42,9920.47,90,12,0,0,520,289,3,0.11,1
124.17,4.21,23,0.78,0.04,0.01,Air,4.7,0.78,0.91,0.21,36,6554.16,15,55,0,2,884,103,12,0.65,1
109.28,6.71,7,0.91,0.03,0.02,Air,3.02,0.93,0.87,0.67,13,9838.67,15,34,0,2,364,873,5,0.36,0
376.69,2.68,19,0.94,0.07,0,Air,1.3,0.92,0.84,0.69,14,5206.54,45,14,0,2,709,890,12,0.07,0
418,7.74,20,0.79,0.09,0.04,Air,4.18,0.98,0.98,0.14,37,1615.23,15,57,3,0,806,349,1,0.85,1
146.08,5.91,26,0.71,0.04,0.01,Sea,0.82,0.7,0.85,0.53,43,1838.4,15,58,1,3,21,429,1,0.71,1
277.63,2.84,7,0.98,0.02,0.04,Sea,0.11,0.69,0.9,0.61,40,7340.61,30,37,0,2,365,214,11,0.8,1
428.32,3.63,24,0.8,0.03,0.02,Road,4.54,0.61,0.85,0.19,1,109,60,27,2,1,904,577,7,0.8,1
379.76,7.74,2,0.73,0.09,0.02,Sea,2.88,0.76,0.84,0.89,5,6652.69,15,51,1,2,146,752,9,0.36,1
294.01,5.34,25,0.85,0.06,0,Sea,0.35,0.78,1.15,0.48,30,1597.59,15,35,1,2,483,269,9,0.48,1
315.66,2.94,23,0.93,0.05,0.02,Sea,2.9,0.99,1.07,0.12,18,9845.25,90,21,2,3,607,741,7,0.23,0
278.76,9.71,16,0.77,0.01,0.04,Road,0.73,0.93,1.17,0.33,45,1714.96,15,55,2,1,62,689,11,0.75,0
183.9,7.44,13,0.78,0.04,0,Sea,0.16,0.67,1.06,0.48,37,5569.39,45,30,2,0,582,692,11,0.52,0
304.26,9.61,8,0.77,0.03,0.02,Sea,0.58,0.92,1.14,0.01,39,6727.51,90,27,2,2,936,835,2,0.65,1
360,4.84,6,1,0.09,0,Sea,3.88,0.67,1.02,0.03,12,8213.01,15,55,2,2,122,839,11,0.36,1
443,5.28,6,0.76,0.09,0.02,Air,3.78,0.63,0.99,0.06,34,4646.71,45,29,0,2,825,400,7,0.68,0
336.33,9.08,9,0.87,0.01,0.01,Sea,3.02,0.93,1.01,0.54,45,9344.61,60,37,1,2,629,658,12,0.67,1
392.5,5.73,4,0.98,0.05,0.01,Road,1.05,0.99,0.93,0.34,14,4854.44,15,40,2,1,487,287,9,0.77,0
122.03,7.37,27,0.74,0.02,0.04,Road,3.69,0.64,1.06,0.89,38,2595.39,60,34,2,3,344,781,7,0.16,0
257.7,3.27,11,0.99,0.04,0.02,Road,2.04,0.93,1.16,0.56,16,5971.05,15,38,3,3,824,905,2,0.62,0
54.2,5.02,5,0.98,0.09,0.01,Road,2.55,0.94,1.11,0.76,42,6614.26,90,28,1,2,426,941,7,0.88,0
161.01,2.11,25,0.97,0.05,0.03,Air,4.49,0.65,0.98,0.69,11,5123.17,90,9,1,0,76,490,4,0.09,0
376.91,2.85,17,0.76,0.03,0.01,Road,2.29,0.71,1.18,0.52,33,7358.5,45,15,0,1,329,975,8,0.96,1
496.31,1.01,20,0.89,0.02,0.01,Air,3.13,0.89,1.19,0.74,15,4264.74,30,12,1,1,643,460,3,0.21,0
94.63,1.35,7,0.93,0.08,0.03,Air,4.81,0.92,1,0.54,48,142.93,45,7,2,0,263,300,12,0.94,1
230.67,9.8,27,1,0.06,0.01,Air,2.26,0.74,1.15,0.39,42,2718.94,15,28,3,2,410,810,5,0.87,1
